trial_id,participant_id,passage_id,domain,topic,source,disclosure_condition,trust_competence,trust_integrity,trust_benevolence,trust_overall,perceived_credibility,information_quality,fact_check_intention,source_guess_blind
T0600,AF0200,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,4.6,4.1,3.9,4.2,4.4,4.7,3.2,N/A
T0601,AF0201,NEWS_01,news,African Union Climate Summit,human,disclosed,5.5,5.4,5.3,5.3,5.6,5.0,3.2,N/A
T0602,AF0201,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,3.4,4.0,3.0,3.5,3.8,3.4,5.0,human
T0603,AF0201,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,5.5,4.9,5.3,5.1,5.0,4.8,2.3,N/A
T0604,AF0202,NEWS_03,news,Sahel Drought Food Security,llm,blind,6.3,6.0,5.8,6.2,6.6,6.2,1.0,llm
T0605,AF0202,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,3.4,3.2,3.3,3.6,2.9,3.9,4.6,N/A
T0606,AF0202,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,4.0,4.0,3.6,3.8,3.2,3.4,4.5,N/A
T0607,AF0203,NEWS_03,news,Sahel Drought Food Security,human,blind,5.0,4.1,5.1,4.6,4.6,4.8,4.1,llm
T0608,AF0203,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,4.1,3.6,4.5,3.8,4.8,3.6,3.8,N/A
T0609,AF0203,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,4.8,5.0,4.7,4.8,4.3,5.7,1.0,N/A
T0610,AF0204,NEWS_01,news,African Union Climate Summit,llm,blind,4.4,4.6,4.6,4.7,4.9,4.6,2.5,human
T0611,AF0204,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,2.7,2.9,2.6,2.7,3.1,3.0,5.7,N/A
T0612,AF0204,LEG_01,legal,African Court Land Rights,llm,disclosed,1.6,1.0,1.0,1.0,1.4,1.5,6.9,N/A
T0613,AF0205,NEWS_01,news,African Union Climate Summit,human,blind,3.2,3.6,3.0,3.1,3.2,2.9,4.3,llm
T0614,AF0205,SCI_04,science,Off-Grid Solar Africa,human,disclosed,3.9,3.6,4.3,4.0,4.0,4.3,3.1,N/A
T0615,AF0205,LEG_04,legal,South Africa Mining Charter,human,disclosed,6.3,6.1,6.6,6.0,6.2,6.4,1.8,N/A
T0616,AF0206,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,3.4,3.0,2.9,3.1,2.7,3.2,5.0,N/A
T0617,AF0206,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,6.7,7.0,6.5,7.0,7.0,6.8,1.0,human
T0618,AF0206,LEG_01,legal,African Court Land Rights,llm,disclosed,4.0,4.1,3.8,4.0,4.1,4.4,2.5,N/A
T0619,AF0207,NEWS_01,news,African Union Climate Summit,human,disclosed,4.5,4.5,4.6,4.5,4.7,4.8,2.1,N/A
T0620,AF0207,SCI_03,science,Nile Basin Water Stress,human,disclosed,3.2,3.6,3.8,3.5,3.6,3.0,3.9,N/A
T0621,AF0207,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.0,3.7,3.6,3.9,3.8,4.6,4.2,human
T0622,AF0208,NEWS_03,news,Sahel Drought Food Security,llm,blind,5.4,5.4,4.9,5.7,5.7,6.0,2.3,human
T0623,AF0208,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,2.0,2.2,2.0,2.0,1.7,2.2,6.7,N/A
T0624,AF0208,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,2.9,3.0,1.9,2.6,2.5,2.5,5.4,N/A
T0625,AF0209,NEWS_04,news,East African Tech Startup Growth,human,disclosed,3.0,3.0,2.5,3.1,3.2,3.1,4.4,N/A
T0626,AF0209,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,3.8,3.7,3.5,3.9,4.0,4.3,2.8,N/A
T0627,AF0209,LEG_02,legal,Kenya Data Protection Enforcement,human,blind,3.2,3.4,2.9,3.2,3.1,3.5,3.9,llm
T0628,AF0210,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,4.6,4.1,4.2,4.3,4.3,4.4,3.5,N/A
T0629,AF0210,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,4.2,3.7,3.8,4.0,4.1,4.0,5.2,human
T0630,AF0210,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.2,2.3,2.8,3.1,2.5,3.3,4.6,N/A
T0631,AF0211,NEWS_04,news,East African Tech Startup Growth,human,blind,4.1,3.6,4.0,3.6,3.6,3.2,3.2,llm
T0632,AF0211,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,6.4,6.1,6.0,6.1,6.0,6.3,1.6,N/A
T0633,AF0211,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.9,4.0,4.2,3.9,4.4,4.2,3.6,N/A
T0634,AF0212,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,4.7,4.7,4.6,4.7,5.0,4.8,3.5,N/A
T0635,AF0212,SCI_03,science,Nile Basin Water Stress,llm,disclosed,4.9,4.7,5.1,4.8,4.3,5.4,2.1,N/A
T0636,AF0212,LEG_03,legal,ICC African Union Jurisdiction,llm,blind,5.1,4.4,4.9,4.8,4.6,4.9,2.7,human
T0637,AF0213,NEWS_04,news,East African Tech Startup Growth,human,blind,4.3,4.7,3.8,3.9,4.2,4.3,3.8,human
T0638,AF0213,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,5.6,5.8,5.0,5.6,5.9,6.0,2.1,N/A
T0639,AF0213,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,3.9,4.0,3.7,4.1,4.0,4.1,4.1,N/A
T0640,AF0214,NEWS_01,news,African Union Climate Summit,llm,disclosed,4.4,4.3,4.5,4.1,4.3,3.8,4.7,N/A
T0641,AF0214,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,4.5,4.8,4.3,4.4,4.2,4.4,2.4,human
T0642,AF0214,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,2.9,3.1,2.6,2.7,3.0,3.1,3.0,N/A
T0643,AF0215,NEWS_01,news,African Union Climate Summit,human,disclosed,4.9,4.9,5.1,5.2,4.8,5.3,3.2,N/A
T0644,AF0215,SCI_04,science,Off-Grid Solar Africa,human,disclosed,2.6,1.9,1.9,2.4,2.4,2.7,5.0,N/A
T0645,AF0215,LEG_04,legal,South Africa Mining Charter,human,blind,4.4,4.5,4.3,4.5,4.6,4.8,4.6,human
T0646,AF0216,NEWS_04,news,East African Tech Startup Growth,llm,blind,5.2,5.3,4.7,5.2,5.5,5.2,3.0,human
T0647,AF0216,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,3.6,3.1,3.3,3.2,3.3,4.1,4.9,N/A
T0648,AF0216,LEG_01,legal,African Court Land Rights,llm,disclosed,1.8,1.7,1.7,1.8,1.9,2.1,5.8,N/A
T0649,AF0217,NEWS_03,news,Sahel Drought Food Security,human,disclosed,4.6,5.0,4.8,4.9,5.3,5.0,3.1,N/A
T0650,AF0217,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.3,4.7,4.0,4.4,4.1,4.6,3.7,N/A
T0651,AF0217,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.4,4.5,4.2,4.6,5.0,4.6,3.7,llm
T0652,AF0218,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.1,2.7,2.8,3.1,3.4,3.8,4.0,N/A
T0653,AF0218,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,4.8,4.6,5.0,4.5,4.9,4.6,3.3,llm
T0654,AF0218,LEG_01,legal,African Court Land Rights,llm,disclosed,2.8,2.4,3.0,2.8,2.7,2.6,3.1,N/A
T0655,AF0219,NEWS_01,news,African Union Climate Summit,human,disclosed,6.2,7.0,6.4,6.5,6.3,6.7,1.0,N/A
T0656,AF0219,SCI_02,science,H3Africa Genomics Hypertension,human,blind,4.8,4.8,4.9,4.8,4.8,5.0,1.6,llm
T0657,AF0219,LEG_01,legal,African Court Land Rights,human,disclosed,4.4,4.6,4.3,4.6,4.8,4.3,3.0,N/A
T0658,AF0220,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,4.0,3.9,3.9,4.0,3.9,3.7,5.9,N/A
T0659,AF0220,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,1.1,1.1,1.2,1.1,1.2,1.0,6.4,N/A
T0660,AF0220,LEG_03,legal,ICC African Union Jurisdiction,llm,blind,5.2,4.9,4.6,4.8,5.1,5.4,2.8,llm
T0661,AF0221,NEWS_04,news,East African Tech Startup Growth,human,disclosed,5.0,4.9,4.8,5.1,5.2,5.3,3.0,N/A
T0662,AF0221,SCI_03,science,Nile Basin Water Stress,human,disclosed,3.3,3.6,3.5,3.6,3.9,3.9,3.3,N/A
T0663,AF0221,LEG_04,legal,South Africa Mining Charter,human,blind,3.4,4.1,3.6,3.5,2.9,3.7,4.1,llm
T0664,AF0222,NEWS_03,news,Sahel Drought Food Security,llm,blind,3.2,3.2,3.3,3.2,2.8,3.2,5.2,human
T0665,AF0222,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.5,4.0,4.0,3.9,3.7,4.2,4.6,N/A
T0666,AF0222,LEG_04,legal,South Africa Mining Charter,llm,disclosed,1.0,1.0,1.3,1.2,1.2,1.2,6.7,N/A
T0667,AF0223,NEWS_01,news,African Union Climate Summit,human,disclosed,4.8,4.9,5.1,4.6,4.7,4.4,3.1,N/A
T0668,AF0223,SCI_04,science,Off-Grid Solar Africa,human,blind,4.6,4.2,3.8,4.2,4.2,4.6,3.0,llm
T0669,AF0223,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,4.2,4.1,4.0,4.1,4.5,4.0,3.4,N/A
T0670,AF0224,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,1.8,1.3,2.2,1.9,2.3,1.8,7.0,N/A
T0671,AF0224,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,3.6,3.9,3.1,3.5,3.2,3.9,4.1,llm
T0672,AF0224,LEG_04,legal,South Africa Mining Charter,llm,disclosed,4.8,4.4,4.3,4.5,4.6,4.7,2.6,N/A
T0673,AF0225,NEWS_02,news,AfCFTA Trade Progress,human,blind,3.4,3.1,3.0,3.3,3.4,3.6,3.4,llm
T0674,AF0225,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,4.5,5.5,4.7,4.6,4.5,4.5,3.2,N/A
T0675,AF0225,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.3,5.4,5.6,5.1,4.8,4.7,3.1,N/A
T0676,AF0226,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,2.0,2.6,1.4,2.3,2.7,2.4,6.0,N/A
T0677,AF0226,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,3.4,2.9,2.1,3.1,3.5,2.7,4.5,llm
T0678,AF0226,LEG_01,legal,African Court Land Rights,llm,disclosed,3.4,3.5,3.7,3.4,3.7,3.7,4.2,N/A
T0679,AF0227,NEWS_03,news,Sahel Drought Food Security,human,disclosed,4.0,4.7,4.7,4.4,4.5,4.3,5.0,N/A
T0680,AF0227,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,3.5,3.7,3.4,3.7,3.8,4.3,3.9,N/A
T0681,AF0227,LEG_03,legal,ICC African Union Jurisdiction,human,blind,4.7,5.1,4.9,4.9,5.4,4.6,4.5,human
T0682,AF0228,NEWS_01,news,African Union Climate Summit,llm,disclosed,3.9,3.6,3.7,3.6,3.7,4.0,4.6,N/A
T0683,AF0228,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,5.1,4.5,4.8,4.6,5.0,4.8,3.0,llm
T0684,AF0228,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.3,2.8,3.3,3.1,3.8,2.9,4.9,N/A
T0685,AF0229,NEWS_03,news,Sahel Drought Food Security,human,disclosed,5.1,4.9,4.8,5.1,5.0,4.6,2.9,N/A
T0686,AF0229,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.2,5.1,4.7,4.9,4.7,5.1,2.7,N/A
T0687,AF0229,LEG_01,legal,African Court Land Rights,human,blind,4.8,4.9,5.1,4.9,5.2,5.2,4.4,llm
T0688,AF0230,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,2.9,3.2,2.7,2.6,2.7,2.4,5.3,N/A
T0689,AF0230,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,4.9,5.0,4.2,4.4,4.0,4.7,4.9,human
T0690,AF0230,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,4.0,4.0,3.3,3.7,3.7,4.0,3.9,N/A
T0691,AF0231,NEWS_04,news,East African Tech Startup Growth,human,blind,5.0,4.9,4.5,4.8,4.9,5.4,2.3,llm
T0692,AF0231,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,5.2,4.5,4.3,4.7,4.5,4.9,2.6,N/A
T0693,AF0231,LEG_01,legal,African Court Land Rights,human,disclosed,5.6,6.4,5.5,5.9,6.1,6.1,1.4,N/A
T0694,AF0232,NEWS_02,news,AfCFTA Trade Progress,llm,blind,4.3,4.1,3.9,4.0,3.8,4.0,4.4,llm
T0695,AF0232,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,5.2,4.9,4.5,4.8,5.2,4.4,1.7,N/A
T0696,AF0232,LEG_04,legal,South Africa Mining Charter,llm,disclosed,2.1,1.9,2.6,2.5,2.4,2.8,5.5,N/A
T0697,AF0233,NEWS_04,news,East African Tech Startup Growth,human,disclosed,4.8,4.2,4.1,4.5,4.3,4.5,4.4,N/A
T0698,AF0233,SCI_03,science,Nile Basin Water Stress,human,blind,6.2,6.2,5.6,5.9,5.8,6.2,1.0,human
T0699,AF0233,LEG_01,legal,African Court Land Rights,human,disclosed,4.2,3.9,3.4,3.7,3.7,3.9,3.3,N/A
T0700,AF0234,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.6,2.5,2.1,2.7,3.2,2.8,4.3,N/A
T0701,AF0234,SCI_03,science,Nile Basin Water Stress,llm,blind,5.4,5.9,5.6,5.4,5.5,5.5,2.1,human
T0702,AF0234,LEG_04,legal,South Africa Mining Charter,llm,disclosed,4.0,3.6,3.7,4.0,4.4,4.2,4.6,N/A
T0703,AF0235,NEWS_03,news,Sahel Drought Food Security,human,disclosed,3.0,2.5,3.3,2.9,2.6,3.4,5.1,N/A
T0704,AF0235,SCI_04,science,Off-Grid Solar Africa,human,disclosed,3.0,2.9,2.8,2.8,2.6,3.5,4.1,N/A
T0705,AF0235,LEG_01,legal,African Court Land Rights,human,blind,5.4,5.0,5.3,5.1,5.2,5.0,2.3,human
T0706,AF0236,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,5.1,4.9,4.5,4.9,5.3,5.2,3.8,N/A
T0707,AF0236,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,5.4,4.8,4.7,5.1,4.9,4.9,2.2,llm
T0708,AF0236,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.8,2.9,3.2,3.3,2.8,3.2,5.5,N/A
T0709,AF0237,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.4,5.3,5.2,5.2,4.6,5.4,2.7,N/A
T0710,AF0237,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,6.3,6.3,6.5,6.3,7.0,6.2,1.1,llm
T0711,AF0237,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.7,3.5,3.2,3.2,2.6,3.3,5.0,N/A
T0712,AF0238,NEWS_01,news,African Union Climate Summit,llm,blind,4.2,4.4,4.4,4.3,4.7,4.2,2.8,human
T0713,AF0238,SCI_03,science,Nile Basin Water Stress,llm,disclosed,1.5,1.0,1.0,1.0,1.3,1.5,6.3,N/A
T0714,AF0238,LEG_01,legal,African Court Land Rights,llm,disclosed,3.8,3.8,3.9,3.8,3.8,3.8,4.7,N/A
T0715,AF0239,NEWS_03,news,Sahel Drought Food Security,human,blind,4.8,4.6,4.8,4.3,4.4,3.9,2.2,human
T0716,AF0239,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,4.3,4.2,4.5,4.3,4.3,4.2,3.0,N/A
T0717,AF0239,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,3.4,3.2,3.2,3.4,3.6,4.1,4.2,N/A
T0718,AF0240,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,3.4,3.4,2.9,3.2,2.9,3.2,5.8,N/A
T0719,AF0240,SCI_03,science,Nile Basin Water Stress,llm,disclosed,5.3,4.8,4.8,5.0,5.4,5.4,2.7,N/A
T0720,AF0240,LEG_01,legal,African Court Land Rights,llm,blind,5.9,5.4,5.1,5.4,4.8,5.5,1.0,llm
T0721,AF0241,NEWS_02,news,AfCFTA Trade Progress,human,blind,4.4,3.8,4.4,4.1,3.9,3.8,3.1,llm
T0722,AF0241,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.3,3.6,3.8,4.1,4.1,4.3,2.7,N/A
T0723,AF0241,LEG_01,legal,African Court Land Rights,human,disclosed,4.3,4.3,5.2,4.6,4.7,5.1,4.2,N/A
T0724,AF0242,NEWS_02,news,AfCFTA Trade Progress,llm,disclosed,3.8,3.2,4.2,3.5,3.8,3.7,5.0,N/A
T0725,AF0242,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,5.4,5.6,4.7,5.2,5.4,5.3,2.5,human
T0726,AF0242,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.5,3.8,3.5,3.5,3.7,3.4,4.8,N/A
T0727,AF0243,NEWS_01,news,African Union Climate Summit,human,blind,5.3,5.4,4.8,5.0,5.0,5.1,1.8,human
T0728,AF0243,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,disclosed,4.9,4.1,4.0,4.3,4.1,5.2,3.7,N/A
T0729,AF0243,LEG_03,legal,ICC African Union Jurisdiction,human,disclosed,5.7,5.6,5.7,5.7,5.1,5.4,2.0,N/A
T0730,AF0244,NEWS_01,news,African Union Climate Summit,llm,blind,5.0,4.3,4.9,4.7,4.9,4.6,4.0,llm
T0731,AF0244,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,3.4,3.4,3.3,3.1,3.6,3.2,6.9,N/A
T0732,AF0244,LEG_01,legal,African Court Land Rights,llm,disclosed,2.0,2.1,2.4,2.2,1.9,2.7,6.9,N/A
T0733,AF0245,NEWS_04,news,East African Tech Startup Growth,human,blind,4.6,5.3,4.3,4.3,4.5,4.6,2.3,llm
T0734,AF0245,SCI_04,science,Off-Grid Solar Africa,human,disclosed,4.0,4.1,3.5,3.7,3.6,3.2,4.0,N/A
T0735,AF0245,LEG_04,legal,South Africa Mining Charter,human,disclosed,4.9,5.6,5.1,5.2,5.5,5.2,2.3,N/A
T0736,AF0246,NEWS_01,news,African Union Climate Summit,llm,blind,4.9,4.3,4.7,4.5,4.4,5.0,3.8,llm
T0737,AF0246,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.8,2.3,1.7,2.4,2.5,3.0,5.2,N/A
T0738,AF0246,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.1,2.4,2.6,2.8,2.3,2.4,6.1,N/A
T0739,AF0247,NEWS_03,news,Sahel Drought Food Security,human,blind,4.0,4.2,3.7,3.8,3.2,3.8,2.5,llm
T0740,AF0247,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.2,5.2,4.6,5.0,5.1,5.2,1.7,N/A
T0741,AF0247,LEG_01,legal,African Court Land Rights,human,disclosed,5.4,5.4,4.5,5.5,5.9,5.8,1.1,N/A
T0742,AF0248,NEWS_03,news,Sahel Drought Food Security,llm,blind,3.7,4.1,3.4,3.8,4.1,3.8,3.7,human
T0743,AF0248,SCI_03,science,Nile Basin Water Stress,llm,disclosed,3.3,3.9,3.6,3.6,3.6,3.5,5.3,N/A
T0744,AF0248,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.5,2.7,2.8,3.2,3.4,3.2,4.1,N/A
T0745,AF0249,NEWS_01,news,African Union Climate Summit,human,blind,6.2,5.7,6.4,5.7,5.8,5.5,2.2,human
T0746,AF0249,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.7,5.6,5.4,5.7,5.3,5.7,2.5,N/A
T0747,AF0249,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,5.4,5.8,5.7,5.7,6.2,6.3,2.7,N/A
T0748,AF0250,NEWS_02,news,AfCFTA Trade Progress,llm,blind,4.6,4.2,4.5,4.3,4.3,4.0,2.5,human
T0749,AF0250,SCI_03,science,Nile Basin Water Stress,llm,disclosed,1.5,1.8,1.8,1.6,2.0,1.8,6.9,N/A
T0750,AF0250,LEG_04,legal,South Africa Mining Charter,llm,disclosed,3.8,4.0,3.7,3.6,4.0,3.8,3.5,N/A
T0751,AF0251,NEWS_03,news,Sahel Drought Food Security,human,disclosed,6.6,6.7,6.4,6.4,6.8,7.0,2.9,N/A
T0752,AF0251,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,5.0,4.8,4.7,4.9,4.6,5.2,2.0,human
T0753,AF0251,LEG_01,legal,African Court Land Rights,human,disclosed,3.2,2.5,2.9,2.7,2.9,2.9,4.6,N/A
T0754,AF0252,NEWS_02,news,AfCFTA Trade Progress,llm,blind,4.9,4.6,4.6,4.8,4.6,4.9,4.2,llm
T0755,AF0252,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,disclosed,2.3,2.9,2.4,2.4,2.2,2.5,6.5,N/A
T0756,AF0252,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,3.2,3.3,3.3,3.3,3.0,3.4,6.3,N/A
T0757,AF0253,NEWS_02,news,AfCFTA Trade Progress,human,disclosed,5.0,4.6,5.0,4.9,4.8,5.3,1.9,N/A
T0758,AF0253,SCI_04,science,Off-Grid Solar Africa,human,disclosed,4.0,4.4,4.1,4.1,4.2,4.4,3.5,N/A
T0759,AF0253,LEG_04,legal,South Africa Mining Charter,human,blind,4.2,4.9,4.2,4.3,4.2,4.9,3.7,human
T0760,AF0254,NEWS_04,news,East African Tech Startup Growth,llm,blind,3.1,2.9,2.2,2.5,2.2,2.6,5.5,human
T0761,AF0254,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,3.2,3.0,2.7,3.1,2.9,3.2,4.6,N/A
T0762,AF0254,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,1.7,1.5,1.0,1.2,1.5,1.3,6.7,N/A
T0763,AF0255,NEWS_03,news,Sahel Drought Food Security,human,blind,4.2,3.6,3.8,3.9,3.9,3.5,5.5,human
T0764,AF0255,SCI_04,science,Off-Grid Solar Africa,human,disclosed,5.6,5.1,5.3,5.3,5.4,5.0,2.5,N/A
T0765,AF0255,LEG_04,legal,South Africa Mining Charter,human,disclosed,5.0,5.6,5.9,5.3,5.7,5.3,1.0,N/A
T0766,AF0256,NEWS_01,news,African Union Climate Summit,llm,disclosed,2.5,2.3,2.7,2.3,2.5,2.6,6.4,N/A
T0767,AF0256,SCI_04,science,Off-Grid Solar Africa,llm,disclosed,3.4,3.1,2.9,3.3,3.5,3.2,5.6,N/A
T0768,AF0256,LEG_03,legal,ICC African Union Jurisdiction,llm,blind,4.5,4.9,4.5,4.6,4.4,5.1,3.0,llm
T0769,AF0257,NEWS_04,news,East African Tech Startup Growth,human,disclosed,4.6,4.4,4.8,4.7,4.9,4.2,2.3,N/A
T0770,AF0257,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,4.7,4.8,5.4,5.0,5.1,5.6,1.0,llm
T0771,AF0257,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,3.9,4.1,4.1,4.1,4.5,4.0,3.9,N/A
T0772,AF0258,NEWS_03,news,Sahel Drought Food Security,llm,disclosed,2.6,2.5,2.7,2.4,2.5,2.8,5.7,N/A
T0773,AF0258,SCI_02,science,H3Africa Genomics Hypertension,llm,blind,4.6,4.6,5.1,4.7,4.7,4.8,2.8,llm
T0774,AF0258,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,4.6,4.5,5.1,5.0,4.5,4.8,3.1,N/A
T0775,AF0259,NEWS_03,news,Sahel Drought Food Security,human,disclosed,5.0,5.0,4.6,4.9,5.1,4.9,3.5,N/A
T0776,AF0259,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,human,blind,3.6,3.7,3.1,3.5,3.4,4.0,3.1,llm
T0777,AF0259,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,4.8,3.7,4.4,4.7,4.7,5.0,1.9,N/A
T0778,AF0260,NEWS_01,news,African Union Climate Summit,llm,disclosed,3.3,3.0,3.8,3.6,4.3,3.6,3.6,N/A
T0779,AF0260,SCI_03,science,Nile Basin Water Stress,llm,disclosed,2.8,2.3,2.7,2.7,3.1,2.8,4.6,N/A
T0780,AF0260,LEG_03,legal,ICC African Union Jurisdiction,llm,blind,3.5,3.0,2.7,2.9,3.1,2.2,3.8,llm
T0781,AF0261,NEWS_03,news,Sahel Drought Food Security,human,disclosed,5.7,5.4,5.2,5.5,5.9,4.9,2.2,N/A
T0782,AF0261,SCI_02,science,H3Africa Genomics Hypertension,human,disclosed,5.0,5.1,4.8,4.9,4.3,4.8,3.5,N/A
T0783,AF0261,LEG_04,legal,South Africa Mining Charter,human,blind,2.6,2.4,2.8,2.5,2.6,2.5,4.2,human
T0784,AF0262,NEWS_03,news,Sahel Drought Food Security,llm,blind,3.7,4.3,3.4,3.8,3.8,4.0,4.3,llm
T0785,AF0262,SCI_03,science,Nile Basin Water Stress,llm,disclosed,4.8,4.1,5.3,4.4,4.8,4.7,3.0,N/A
T0786,AF0262,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,2.5,3.0,3.0,3.0,3.2,3.2,4.8,N/A
T0787,AF0263,NEWS_01,news,African Union Climate Summit,human,disclosed,5.3,3.9,4.1,4.6,4.3,4.7,3.6,N/A
T0788,AF0263,SCI_04,science,Off-Grid Solar Africa,human,blind,4.2,3.3,3.8,3.9,4.0,3.7,2.7,llm
T0789,AF0263,LEG_01,legal,African Court Land Rights,human,disclosed,4.6,4.5,5.0,4.6,5.0,4.3,3.2,N/A
T0790,AF0264,NEWS_04,news,East African Tech Startup Growth,llm,disclosed,2.6,2.7,2.5,2.7,3.0,2.4,4.8,N/A
T0791,AF0264,SCI_01,science,Malaria Vaccine Rollout Sub-Saharan Africa,llm,blind,4.7,4.5,4.3,4.1,4.2,4.5,5.0,human
T0792,AF0264,LEG_03,legal,ICC African Union Jurisdiction,llm,disclosed,1.8,1.7,2.0,1.8,1.8,1.8,5.5,N/A
T0793,AF0265,NEWS_01,news,African Union Climate Summit,human,disclosed,4.3,4.3,4.5,4.4,4.3,4.6,4.1,N/A
T0794,AF0265,SCI_03,science,Nile Basin Water Stress,human,blind,4.5,4.5,4.1,4.4,4.3,4.7,4.3,human
T0795,AF0265,LEG_02,legal,Kenya Data Protection Enforcement,human,disclosed,5.1,5.2,4.3,5.2,5.8,4.5,2.3,N/A
T0796,AF0266,NEWS_03,news,Sahel Drought Food Security,llm,blind,4.5,4.6,5.0,4.8,4.9,5.2,2.5,llm
T0797,AF0266,SCI_02,science,H3Africa Genomics Hypertension,llm,disclosed,1.0,1.4,1.0,1.0,1.0,1.4,7.0,N/A
T0798,AF0266,LEG_02,legal,Kenya Data Protection Enforcement,llm,disclosed,3.6,3.3,3.4,3.3,3.3,3.7,3.9,N/A
